Titre,Localisation,Nbr_Chambres,Surface_m2,Prix_FCFA,Image
Appartement meublé à louer aux centre ville,"Plateau, Dakar",2 chambre,160.0,1350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f296561442c56dec62108a236cf9fb4/-/horizon-files-prod/ed/picture/qj46546e/688b6dc1afebffa4853718417b3c459a5622c1f0.jpg
Appartement de 3 chambres élégamment meublé à ngor,"Ngor, Dakar",non précisé,,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cd35eadc1a292ea5c91e228bd0073e1/-/horizon-files-prod/ed/picture/qq4zw59p/e7b4b746a2e0358dd5a71e85c0438f9dcc71803f.jpg
"Appartement meublé, sécurisé, climatisé f4 à ngor extension","Almadies, Dakar",3 chambre,150.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a48cd5c7324222766c8da53b7f894a8/-/horizon-files-prod/ed/picture/qpdg670m/4a2896a47aa43e8d469cfdc3c013960cd7e2cc3c.jpg
Studios résidence zeina hann maristes,"Hann Maristes, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a31d715f1dabb5c84de2f8e9387b5bd/-/horizon-files-prod/ed/picture/qdekxrgw/2ec17c0c4600891e9ff1cb8c45e5b11519a14bdd.jpg
Joli studio meublé maristes 2,"Hann Maristes, Dakar",non précisé,,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb95bf1f065575f0bef3e0a6065e3a6b/-/horizon-files-prod/ed/picture/q0mvw5k/6d99808db1e4ca323f9f25dfdceb87075f8268ef.jpg
Appartement f4 meublé au point e,"Point-E, Dakar",non précisé,,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45f7049b81d75393ddc2772a56b2b642/-/horizon-files-prod/ed/picture/qgqm447k/796edee399355a6e81a87bd5aadcc92c919a18cc.jpg
Belle villa à louer à ngor almadies,"Gueule-Tapée, Dakar",non précisé,,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c360c818f899aaaee3ca420c6ed8ddd/-/horizon-files-prod/ed/picture/q9mkrrqv/345dfecb44ae19ee36369e9648d8c3e80659478e.jpg
Chambre meublée à louer par nuitée,"Cité Keur Gorgui, Dakar",20 chambre,14.0,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d1b893d804b5bda35326034702ec6ca/-/horizon-files-prod/ed/picture/q9m9gd25/823044fce3de8c194892e123215c148af40b5cbf.jpg
Studio meublé climatisé à louer par nuitée,"Cité Keur Gorgui, Dakar",5 chambre,70.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/351627284aed2d75bd4e21fd52cc3b76/-/horizon-files-prod/ed/picture/q56xg527/95fd8b1230da03f871413319b03ce0f6fe577fd1.jpg
Jolis studios meublés à mermoz sipres,"Mermoz, Dakar",1 chambre,100.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4f3685a2323dca560b268aae30666b3/-/horizon-files-prod/ed/picture/q2jkk06p/5c1ad5905637eeed8fd1111e085acfa5f0825427.jpg
Magnifique duplex meublé,"Cité Assemblée, Dakar",non précisé,,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35478cb41debab6d5589867f23a1f49a/-/horizon-files-prod/ed/picture/qwep7574/a7c3e18545822fa827dc4c4e95706dd5f7fafed5.jpg
Chambre mini studio au lac rose,"Lac Rose, Dakar",2 chambre,20.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/882d447bd422dde5399fa585f353d561/-/horizon-files-prod/ed/picture/q445j965/90e50127004ce3b9e8acc2a791f732cdc270b6fa.jpg
Appartement f4 meublé à sacrée cœur,"Sicap Sacré-Cœur, Dakar",3 chambre,148.0,75000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07039cba6fd4392c9f3dfa36f4afb0ac/-/horizon-files-prod/ed/picture/q78w824n/268df767b59f7160a518b3a4a8b60d3861341888.jpg
Studio meublé à sacré cœur 1,"Sacré-Cœur, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecca5597e7eaf507ffbec3d7d41a0af1/-/horizon-files-prod/ed/picture/q2jk0pw6/598bc7d37dc69571fdaaf65c044568f41af92cc7.jpg
Appartement meublé,"Almadies, Dakar",1 chambre,200.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/857e6e2dd448bea2e60114831be589eb/-/horizon-files-prod/ed/picture/qv4dw58j/e5d9fade23246c0198b274b25431925b711b52d7.jpg
Studio meublé saint louis quartier ngallele zac,"Saint-Louis, Saint-Louis",1 chambre,70.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a90374b29e45c2953c2f31f685027b3/-/horizon-files-prod/ed/picture/qng907mg/bceb7f30f14c169d3416e9df0561d454477c1e7d.jpg
Appartement meublé de 2 chambres salon à la cité keur gorgui,"Cité Keur Gorgui, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/399b6291ed4a1a2aa6231f11df2bbd2f/-/horizon-files-prod/ed/picture/q8v4q0er/43349117c569ae2f0f66dfc9960212f8731b16ff.jpg
Studio a louer,"Sicap Liberté, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07d899607d16c035af193918bc0148a6/-/horizon-files-prod/ed/picture/qxzmgp8/730a1a270beffe0ec9c60e24d34d830d062b3393.jpg
Studio meublé à louer,"Liberte 6 Extension, Dakar",1 chambre,50.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba55a598f7af489969f976062212af36/-/horizon-files-prod/ed/picture/q9mjxm77/5ca46407bd86c2f4d360396f24bb3df1fefc1997.jpg
Chambre meublée hann maristes,"Hann Maristes, Dakar",1 chambre,20.0,17000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb3d46e30872a40b5a9f0638b12b2ca6/-/horizon-files-prod/ed/picture/q29g4pq/5d4965170912342dac4524610f235ee9d9dbf8e7.jpg
Studio meublé,"Hann Maristes, Dakar",1 chambre,75.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/982a4927e749a11f567b5bb623f032e9/-/horizon-files-prod/ed/picture/q9mmr0zv/0accbd4185f22bf0878b6d9356e68ef53060e97a.jpg
Studio à louer,"Hann Maristes, Dakar",1 chambre,100.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/626dd97af97719d98293a6a5592f2a55/-/horizon-files-prod/ed/picture/qdjwj8j/5741dbe65555b32effe97c65906a3394e315928d.jpg
Appartement meublé avec terrasse & piscine – almadies,"Almadies, Dakar",non précisé,,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81e25ea52e4038db5d9dd2f17675c90d/-/horizon-files-prod/ed/picture/q8v477nj/330b1a99cacfa2cc534ef2934a5144bae34aeaed.jpg
Appartement meublé à louer aux mamelle,"Mamelles, Dakar",3 chambre,150.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f03ece29e2302174c5f18746a1faccb/-/horizon-files-prod/ed/picture/q6xq6k9z/824376601c3f3fb94fbb38da5825101c40d84a88.jpg
Bel appartement meublé à louer a ouest foire,"Ouest Foire, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4426a6200ea496447e3ac420833b825/-/horizon-files-prod/ed/picture/qnmdvvr/c1d52f7def25766785983cddd7b30913fc02dcea.jpg
Appartement de type f4 au point e,"Fenêtre Mermoz, Dakar",3 chambre,180.0,1550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65913e21a8893db0e4959a1fc515d78a/-/horizon-files-prod/ed/picture/qrz89g44/855f2a0cdcfe7a3ca95c79a189de6ab1c39ecaf1.png
Appartement meublée à louer,"Ngor, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d5594133e858c08da95d9eea0bd8920/-/horizon-files-prod/ed/picture/q2jk725k/c9c724e98d9c4edf000758adae065d693f7f18e6.jpg
Appartement meublé à louer à la cité keur gorgui,"Cité Keur Gorgui, Dakar",non précisé,,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c7acb28d9b6d0bb3e67a5162f4749ff/-/horizon-files-prod/ed/picture/qq4zz7ne/fec129e39f4ae212cb293bbef25eccac314beb68.jpg
Studio meublé à sacré coeur 3,"Sacré-Cœur, Dakar",non précisé,,18000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cae803ce99975976f947c9bfd71b06f/-/horizon-files-prod/ed/picture/q0g7xekj/efbb983036856b4f0815cef4630728763e010b26.jpg
Location de studios à sud foire,"Sud Foire, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/118a8ac3dc371785a190a9c58d822c92/-/horizon-files-prod/ed/picture/migrated/qm047n9/1299ad14635fa336b08f150a682e25cf15bbdfd7.jpg
Mini studio,"Yoff, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c69b3a3181f197332964c9f08afacdf/-/horizon-files-prod/ed/picture/migrated/qrn6jxq/42ef21b74f952176d61443cade5ba21ea6d1d352.jpg
Chambre meublée au virage,"Yoff, Dakar",non précisé,,12500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cbe3c17b898e878b8d743d4cf70c9ff0/-/horizon-files-prod/ed/picture/migrated/q40r6g4/a12a9f8adfe6d12df61b3247fae5ac4c67898372.jpg
2 chambres salon mbakiyou faye,"Mamelles, Dakar",non précisé,,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3079f7ba3e8be6478a94182aa1f9168/-/horizon-files-prod/ed/picture/q0gkn5zm/2777f9cc28d735adaebc8d532be5543503eca08c.jpg
3 chambres salon meublé,"Mbour, Thiès",3 chambre,150.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56248cfedc3f909edb793e160e6aa8a3/-/horizon-files-prod/ed/picture/qv4dgxzk/f90d2222de176f9690d8499995d375f3194a2636.jpg
Luxueuse studio meuble au mammelles,"Mamelles, Dakar",1 chambre,75.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ce4b5b0bbabbbbef6024f3f8a6423a1/-/horizon-files-prod/ed/picture/qpdg02jp/49cb1552f9c20feba8ced79f85f3616ba41d6703.jpg
Joli appartement meublé vdn cité mourtala 2,"Vdn, Dakar",1 chambre,90.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2dd768c4497e8bb1a0ed6de7ce99cea/-/horizon-files-prod/ed/picture/qq4d2zmv/a28db0c9940692c81142acbf72bf746f40ea0dc1.jpg
Maison meublée avec piscine,"Somone, Thiès",non précisé,,120000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf08f8241cf1e71f2ed651504d1513e6/-/horizon-files-prod/ed/picture/qde9d7xg/5619c479f23c500cf6c150b7e93715660030531c.jpg
Appartement meuble à louer mermoz,"Mermoz, Dakar",non précisé,,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d66af2cb4787ae9c76c0088cff3a0c45/-/horizon-files-prod/ed/picture/qkr77vqv/fa731a3ea2620b8c52bc5b49af028241e69a4c55.jpg
Appartement meublé à louer à la foire,"Vdn, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8b43ed04be9491711f4891dcf8e30ea/-/horizon-files-prod/ed/picture/q9m9wej5/d612d434291d5d2d7a261538debd5fefe4101200.jpg
A la recherche d’un f3 à somone,"Somone, Thiès",non précisé,,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d43b24b5b53151094de14e3179cd93ed/-/horizon-files-prod/ed/picture/q78wr278/a1e08c529c55ca4757284e86b32b49bd32d2e8a2.png
Appartement meublé avec piscine et salle de sport,"Almadies, Dakar",1 chambre,70.0,47500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/25a9191c5312f109f86ffe6c2a6cb7b3/-/horizon-files-prod/ed/picture/q44ne0we/16a1fea1c18d7cb0cc4a0c3c184fe1d77b248006.jpg
Appartement f3 bien meublé,"Vdn, Dakar",2 chambre,129.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/328b559e1f0ec879da9f341f99d34185/-/horizon-files-prod/ed/picture/q56w2v0n/9b3cc91d7ca006ef2b25368ab04391b09afba1aa.jpg
Mini studio meublé à la médina,"Médina, Dakar",1 chambre,15.0,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d99774d616bd072fb6f67e895c75dfc8/-/horizon-files-prod/ed/picture/q2jqqzvg/8bea02570335029777d7a62cdc552d72be2f1d59.jpg
Mini studio meublé aux mamelles,"Mamelles, Dakar",1 chambre,50.0,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/974c0703cc93c32935799f4077a46205/-/horizon-files-prod/ed/picture/qgqw5xpk/b9ff0bbfa275f7b00da7a3f057f0b372f56fffd3.jpg
Studio meublé à ouakam,"Ouakam, Dakar",1 chambre,30.0,16000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af314201b35a5dfcaed987783be33f1d/-/horizon-files-prod/ed/picture/q0gggjd8/fa3679e2ecff644d7d4e559f94057eeab0a8e166.jpg
Chambre d'hôte dans un appartement meublé,"Ouakam, Dakar",non précisé,,7500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c14d3f99f103ef439fde7fdd1d9b24e1/-/horizon-files-prod/ed/picture/qzvpvq7r/37cb776375d67054b87a7b810d9ba15233d63929.jpg
Appartement à louer à sacré coeur,"Mermoz, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6aa3237c9d91f54f76352f43945f4c0/-/horizon-files-prod/ed/picture/migrated/qernjwx/86c2c0738d3749cd02e8f4f8cac3ed926e48d069.jpg
Appartement f3,"Ngaparou, Thiès",2 chambre,80.0,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f36b2864af8b2d7fe9d58210d00660f7/-/horizon-files-prod/ed/picture/qm50p2rm/4fb126c6ef39cc25386146e173ef2f2be2939c6c.jpg
Location appartement meublé point e,"Point-E, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2bba08177968db4182c949f4ba08b95f/-/horizon-files-prod/ed/picture/qgq92ex9/3062098ffa9d96e26ea4217631ee46f2c364bb16.jpg
Studio meublé à louer,"Sicap Liberté, Dakar",1 chambre,25.0,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88cf2f048d2a2e42f27e0dbb3e68daba/-/horizon-files-prod/ed/picture/qdm0r50/1d45f5c98348bd6605cd52d217f2c75f161ea4ad.jpg
Appartement 3 chambres entièrement équipé,"Mermoz, Dakar",3 chambre,175.0,38000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d20aeb5548e438303eef0493d4668cd/-/horizon-files-prod/ed/picture/qwep05d4/e371f7470676d5907ed39af86fa065011a98a0ed.jpg
Chic et joli f4 meublé proche du centre ville,"Gibraltar, Dakar",3 chambre,100.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4388ae79fe376b9b55fab023725b3e1d/-/horizon-files-prod/ed/picture/q0gkwmwk/c70cddacd20e14a3c0dc32bf0e5ae8ca3bd8e1c2.jpg
Magnifique f2 meublés aux almadies,"Almadies, Dakar",1 chambre,100.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/997409cdf16f8af42554117fffd2abf2/-/horizon-files-prod/ed/picture/qngd5zmm/f5fc37db6c497d5b0e98af0f8c2a7bfd97fa7299.jpg
Appartements à la cité kalia almadies2,"Almadies 2, Dakar",non précisé,,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6fb9ad93990e202b4f6949a45842a48/-/horizon-files-prod/ed/picture/qj4qwpe8/2a9012e45ed9de20d745533d4bc1ebb63c476f95.jpg
Appartements à la cité kalia almadies2,"Almadies 2, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8bde93a61f2633f9ec4f134428d1efa5/-/horizon-files-prod/ed/picture/q44n8eq8/5954b208b0bb31e4efc434338fed3934588a3c92.jpg
"Appartements à ""kalia zone de captage""","Zone De Captage, Dakar",non précisé,,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71d68adf577d59a97ca63ae5c1cc9a1b/-/horizon-files-prod/ed/picture/qv4wqg8g/870fc184687ee113eeef66e5cbadcb28769d096d.jpg
Appartements meublés,"Amitié, Dakar",non précisé,,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3dbc06ee9d8275fb4ff485f1ccf35574/-/horizon-files-prod/ed/picture/qj4j0v4e/4287c32584813bfc4fa1ecd95c2eff540a5586b7.jpg
Studio meublé,"Sicap Liberté, Dakar",1 chambre,140.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aaa7a8df808987777233264c7ba103e5/-/horizon-files-prod/ed/picture/q7kzjgd/5bafab43e8bdb7ef1055675392ae833f0ddbef8d.jpg
Un joli appartement meublé à louer aux almadies,"Almadies, Dakar",3 chambre,200.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6312f9b6980951de87ae41285ef69bc4/-/horizon-files-prod/ed/picture/qde9dwww/9bd0de21a95101aafc1c4ca5edf271673fcdbf9c.jpg
Studio meublé à la foire,"Sud Foire, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69b7916e24c8433fcc9f61f70b2ed9ce/-/horizon-files-prod/ed/picture/migrated/q6qdd4j/106e858d098f524396b2288a3b6faa29ad370843.jpg
Studio meublé,"Liberte 6 Extension, Dakar",1 chambre,80.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78ce4e2edeb943a4364e9f5dd8906b8c/-/horizon-files-prod/ed/picture/q8vz264p/4fec26546b2ba069d72bcdcd850cf4ec1efb80ac.jpg
Appartement meublé à louer mermoz,"Mermoz, Dakar",non précisé,,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4092338584b40c64e63da986be8671dc/-/horizon-files-prod/ed/picture/q56pr6p7/183c18df53844f13dd2b85263b8f6b18ecd82472.jpg
Appartement meuble f4 à louer mermoz,"Mermoz, Dakar",non précisé,,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f510dfe279b9773140e5d46ab3abdea/-/horizon-files-prod/ed/picture/qv4d94gw/cd1df87e7903b4e9dbb3c67311143686a775523a.jpg
Appartement meublé à louer aux centre ville,"Plateau, Dakar",2 chambre,160.0,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1251ac90ba8a1835e639b5e13562c70/-/horizon-files-prod/ed/picture/qj46r27v/23c447001be8c2d39b810b69bf7df04b607d6e08.jpg
Appartement meublé à louer dakar almadies,"Almadies, Dakar",non précisé,,57000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91cf884aeff5d2659987eb27720e6c8c/-/horizon-files-prod/ed/picture/qgqm4q59/7832a0bf873f846c2935e3c56241f20af7e30eed.jpg
Studio meublé sur la vdn,"Vdn, Dakar",1 chambre,50.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f95f8d1cf7e88b533563b90b47f4da1a/-/horizon-files-prod/ed/picture/qvqv425/ef32ca951277c2b90a1b532798b99f04cfd4a262.jpg
Joli appt meuble a liberte 6 extension,"Liberte 6 Extension, Dakar",1 chambre,120.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54d21be479c0d234222c77e46fbbe707/-/horizon-files-prod/ed/picture/q44nk8d9/62692aa5b0c5028913088ab427eada28c92da873.jpg
Meuble a mermoz appartement et studio,"Mermoz, Dakar",non précisé,,65000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f848baab0a75349299d0410e226bfeb6/-/horizon-files-prod/ed/picture/qng974wv/f063830aae217813561f17be153e502f253ecf89.jpg
Appartement almadies,"Almadies, Dakar",2 chambre,100.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cfcc581281a56ae7a1e62499b43d0416/-/horizon-files-prod/ed/picture/qkrgwk8p/68530a407bf3c38ddc93a119c47620b754749359.jpg
Studios meublés haut standing aux maristes,"Hann Maristes, Dakar",non précisé,,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f87dffae9b37f6d82d87a8791c5172a8/-/horizon-files-prod/ed/picture/qrz8dqkm/9d1916d847fda7fdd762d1d5944ebca8f035ace6.jpg
Ref_3311_gl f2 meublé à louer sur la route du king fahd,"Almadies, Dakar",non précisé,,1250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4e64f3469857982b50a7f6abc6945de/-/horizon-files-prod/ed/picture/q2jk8znk/e15edd04a391fe5680f986f78790d2da5cfbd9d9.jpg
Joli studio ngor plage,"Ngor, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95d332f15dd357e3d690655a0755f04b/-/horizon-files-prod/ed/picture/qng9p2d9/ef27ded5bd2e6111be2ead5128d6938aa459caaa.jpg
Studio meublé a louer sicap foire,"Sicap Foire, Dakar",1 chambre,80.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1154ecd3a9f9a66eedfc4e380acff6d2/-/horizon-files-prod/ed/picture/q44nmr65/c91752cae9136742a0d9823e95c7db6c6f176ca8.jpg
Chambre meublée à louer par jours/nuitée,"Almadies, Dakar",6 chambre,20.0,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5400b7246dbcea2767ef7a544bda44ab/-/horizon-files-prod/ed/picture/qz7n4vg/c36cf8e0f5fa80bf69d6d1c1bab569972076ea63.jpg
Studio meublé climatisé a louer par jours,"Cité Keur Gorgui, Dakar",1 chambre,87.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45c44c481acc3689f7bdf3b76c13edab/-/horizon-files-prod/ed/picture/qwe2jx40/f9b255daa40f4a0a5bcef2eced263b30edb59133.jpg
Appartement meublé à ngor almadies,"Almadies 2, Dakar",non précisé,,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ab20a37952161ba4e90d2076e2e07f1/-/horizon-files-prod/ed/picture/qq4z9pm7/b55ae690c9f14d432e844b52d46b489c9a46565f.jpg
"Mariste , appartement meublé de luxe","Hann Maristes, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b6cd8330a4aabfe553813cede67330d/-/horizon-files-prod/ed/picture/qq4zqkgz/3956ef41b30a96cf72354055b534363664fb8f0b.jpg
Appartement meublé 2 chambres – clean & cosy,"Mamelles, Dakar",2 chambre,160.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7b7d9998f1d084b08ce47c7f0ad3388/-/horizon-files-prod/ed/picture/qwer2nxd/14ca76ff0a747cad6675a8612edb0956a36d70b3.jpg
Magnifique appartement aux mamelles,"Mamelles, Dakar",2 chambre,150.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5fe9661f456888bca4cf4572eb58d16/-/horizon-files-prod/ed/picture/q7rd6vj/995e1c13f6694dc75b30a9a81d34801625a7864d.jpg
F2 meuble a louer / studio,"Cité Keur Gorgui, Dakar",non précisé,,56000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13247afbdd219403ee32fc508a6f3a3e/-/horizon-files-prod/ed/picture/qxj8jkx2/6224e4e944be1e83959281b82c784db81123b82c.jpg
Superbe appartement climatisé à mbao keur mbaye fall,"Mbao, Dakar",non précisé,,10000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96745d4ba63a25a7bffe586798fc067e/-/horizon-files-prod/ed/picture/q0gwnn8g/71fa81131e3c6f45b37b9266d3c9bf123b0c4eb3.jpg
Appartement meublé rez de chaussée,"Cite Mixta, Dakar",2 chambre,75.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90b9fc43ccde818a9b63125c12d0aaef/-/horizon-files-prod/ed/picture/q8v5p27j/3f67cc1b0576cee1fc87e94a740a3f92a8356674.jpg
Trois appartements meublé a la location cite keur gorgui,"Cité Keur Gorgui, Dakar",non précisé,,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/51c63224bc8f2ca79752eed99e9ba6b8/-/horizon-files-prod/ed/picture/qenr96e2/0d89d9de9e81648e3c6fffce64706260deaba65d.png
Ref_3310_gl – appartement de standing à louer – almadies,"Almadies, Dakar",non précisé,,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/938a693c9c1f2828dd2ce82e574bb5b5/-/horizon-files-prod/ed/picture/qxj8g5q4/bbd057b03256556894dc182e428be7a1c0795b6f.jpg
Studio meublé à louer,"Sicap Liberté, Dakar",non précisé,,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3be584b8b26add01d8f94bec2312d83e/-/horizon-files-prod/ed/picture/migrated/qn79jkv/3930d2a803118f761115e2e729036752af034ad1.jpg
Grand studio meublé,"Hann Maristes, Dakar",1 chambre,100.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8c2dcffe1d96de01ac987108fb9f2d4/-/horizon-files-prod/ed/picture/q6xdz5qg/a6c2a3f88f8eb60e32d59005bef3b2990a2ac4db.jpg
Appartement à vendre mermoz pyrotechnie 2 chambres salon,"Mermoz, Dakar",2 chambre,142.0,85000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d12d10ff0305caacaeb46f38ccf6a6f8/-/horizon-files-prod/ed/picture/qgqmq6eq/8456ec935adc200dde644e6b7c553d366b1ae686.jpg
Appartement f3 meublé - haut standing,"Mermoz, Dakar",2 chambre,168.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/505fe73e4a23e3887d28ccca8c33bc03/-/horizon-files-prod/ed/picture/q0gk2wgd/e30fb9c8fcc1bc298a8ca6d4325d01566a59560b.jpg
Appartement f2 meublé - haut standing,"Point-E, Dakar",1 chambre,50.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a48c21a9125f9c303f648faad2b90393/-/horizon-files-prod/ed/picture/q2jkrje8/dc1c76bd2f790c7c27cb98fc24ead0c9aa13e8d5.jpg
Appartement meublé à louer,"Sicap Liberté, Dakar",2 chambre,100.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/592d371a56d1dd514f51f4b726816d38/-/horizon-files-prod/ed/picture/qj92794/f82977b469edd3435485ccddcba5a83bfe4d939d.jpg
